,name,flags,system,radius,orbital_inclination,seperation,age,transit_time,longitude,ascending_node,discovery_method,discovery_year,description ,alt_names,list,type,mass,semi_major_axis,orbital_period,periastron,periastron_time,eccentricity,distance,temp,right_ascension,declination,parent_obj,star
2143,Kepler-1464 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1464'),0.089 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3308 c', 'KOI-3308.02', 'KIC 3632089 c', 'Gaia DR2 2099619059285601280 c', 'Kepler-1464 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1464 c')>,,,,,,,1191.19 pc,1155.1024570676375 K,287d14m08.457s,38d45m14.9474s,Star('Kepler-1464'),Star('Kepler-1464')
2144,Kepler-1465 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1465'),0.158 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3311 b', 'KOI-3311.01', 'KIC 12735830 b', 'Gaia DR2 2139286655674983936 b', 'Kepler-1465 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1465 b')>,,,,,,,362.818 pc,455.5844221157809 K,289d49m09.7395s,51d54m17.5345s,Star('Kepler-1465'),Star('Kepler-1465')
2145,Kepler-1466 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1466'),0.138 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3315 b', 'KOI-3315.01', 'KIC 8554701 b', 'Gaia DR2 2126944603296783232 b', 'Kepler-1466 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1466 b')>,,,,,,,643.666 pc,651.4405862987537 K,289d49m52.308s,44d36m35.4839s,Star('Kepler-1466'),Star('Kepler-1466')
2146,Kepler-1467 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1467'),0.294 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3316 b', 'KOI-3316.01', 'KIC 9031209 b', 'Gaia DR2 2079981712895637248 b', 'Kepler-1467 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1467 b')>,,,,,,,873.82 pc,504.6810273570535 K,295d02m54.7335s,45d20m33.6631s,Star('Kepler-1467'),Star('Kepler-1467')
2147,Kepler-1468 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1468'),0.154 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3319 b', 'KOI-3319.02', 'KIC 5965819 b', 'Gaia DR2 2077389820395188736 b', 'Kepler-1468 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1468 b')>,,,,,,,2006.42 pc,1026.4641255967742 K,293d31m11.5425s,41d16m38.7002s,Star('Kepler-1468'),Star('Kepler-1468')
2148,Kepler-1468 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1468'),0.103 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3319 c', 'KOI-3319.03', 'KIC 5965819 c', 'Gaia DR2 2077389820395188736 c', 'Kepler-1468 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1468 c')>,,,,,,,2006.42 pc,1359.6374691708045 K,293d31m11.5425s,41d16m38.7002s,Star('Kepler-1468'),Star('Kepler-1468')
2149,Kepler-1469 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1469'),0.25 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3324 b', 'KOI-3324.01', 'KIC 4271474 b', 'Gaia DR2 2052456263933727744 b', 'Kepler-1469 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1469 b')>,,,,,,,1196.89 pc,651.0734725822145 K,293d49m16.815s,39d23m28.9s,Star('Kepler-1469'),Star('Kepler-1469')
2150,Kepler-146 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-146'),0.33809 R_j,,,,2455006.90272 JD,,,transit,2014,"Kepler-146 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-146 b are still unknown, the object is highly unlikely to be a false positive.","['KOI-386 b', 'KOI-386.01', 'KIC 3656121 b', 'KIC 3656121.01', 'Gaia DR2 2052185062520374272 b', 'Kepler-146 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-146 b')>,,,,,,,844.99 pc,753.6167545925398 K,294d06m38.76s,38d42m36.8212s,Star('Kepler-146'),Star('Kepler-146')
2151,Kepler-146 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-146'),0.28524 R_j,,,,2455033.67082 JD,,,transit,2014,"Kepler-146 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-146 c are still unknown, the object is highly unlikely to be a false positive.","['KOI-386 c', 'KOI-386.02', 'KIC 3656121 c', 'KIC 3656121.02', 'Gaia DR2 2052185062520374272 c', 'Kepler-146 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-146 c')>,,,,,,,844.99 pc,558.0652149583511 K,294d06m38.76s,38d42m36.8212s,Star('Kepler-146'),Star('Kepler-146')
2152,Kepler-1470 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1470'),0.095 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3330 b', 'KOI-3330.01', 'KIC 4736644 b', 'Gaia DR2 2101234688543862016 b', 'Kepler-1470 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1470 b')>,,,,,,,600.709 pc,611.8807006053436 K,288d41m42.1245s,39d52m59.501s,Star('Kepler-1470'),Star('Kepler-1470')
2153,Kepler-1471 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1471'),0.126 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3344 b', 'KOI-3344.02', 'KIC 11810124 b', 'Gaia DR2 2133035966431029376 b', 'Kepler-1471 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1471 b')>,,,,,,,1006.64 pc,1236.900730382534 K,289d39m53.7015s,50d01m12.1561s,Star('Kepler-1471'),Star('Kepler-1471')
2154,Kepler-1472 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1472'),0.17 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3345 b', 'KOI-3345.01', 'KIC 11303322 b', 'Gaia DR2 2134804977563800064 b', 'Kepler-1472 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1472 b')>,,,,,,,1544.64 pc,689.7415569666492 K,294d51m09.453s,49d03m26.8579s,Star('Kepler-1472'),Star('Kepler-1472')
2155,Kepler-1473 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1473'),0.106 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3346 b', 'KOI-3346.01', 'KIC 11241912 b', 'Gaia DR2 2129558760909448064 b', 'Kepler-1473 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1473 b')>,,,,,,,664.761 pc,883.29557650177 K,290d38m11.7645s,48d59m46.2496s,Star('Kepler-1473'),Star('Kepler-1473')
2156,Kepler-1474 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1474'),0.193 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3348 b', 'KOI-3348.01', 'KIC 9349757 b', 'Gaia DR2 2080057269961317120 b', 'Kepler-1474 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1474 b')>,,,,,,,1220.7 pc,619.9750113414475 K,294d41m38.5455s,45d52m00.5486s,Star('Kepler-1474'),Star('Kepler-1474')
2157,Kepler-1475 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1475'),0.261 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3349 b', 'KOI-3349.01', 'KIC 8636333 b', 'Gaia DR2 2079750265699679872 b', 'Kepler-1475 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1475 b')>,,,,,,,1639.08 pc,543.6296471957369 K,295d56m53.808s,44d45m11.2254s,Star('Kepler-1475'),Star('Kepler-1475')
2158,Kepler-1476 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1476'),0.149 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3352 b', 'KOI-3352.01', 'KIC 8081239 b', 'Gaia DR2 2106597487787652352 b', 'Kepler-1476 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1476 b')>,,,,,,,1032.1 pc,882.608992028848 K,284d31m55.5675s,43d59m23.75s,Star('Kepler-1476'),Star('Kepler-1476')
2159,Kepler-1477 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1477'),0.105 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3353 b', 'KOI-3353.01', 'KIC 7091432 b', 'Gaia DR2 2116740104595955328 b', 'Kepler-1477 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1477 b')>,,,,,,,694.444 pc,713.1281011661208 K,281d17m54.675s,42d41m08.6815s,Star('Kepler-1477'),Star('Kepler-1477')
2160,Kepler-1478 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1478'),0.154 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3356 b', 'KOI-3356.01', 'KIC 6368230 b', 'Gaia DR2 2077601407662547072 b', 'Kepler-1478 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1478 b')>,,,,,,,1946.66 pc,703.7093452371537 K,293d09m54.213s,41d44m46.4537s,Star('Kepler-1478'),Star('Kepler-1478')
2161,Kepler-1479 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1479'),0.163 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3363 b', 'KOI-3363.01', 'KIC 11651712 b', 'Gaia DR2 2132114850564827008 b', 'Kepler-1479 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1479 b')>,,,,,,,744.269 pc,813.9148274376918 K,285d42m42.9435s,49d42m23.9949s,Star('Kepler-1479'),Star('Kepler-1479')
2162,Kepler-147 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-147'),0.22145 R_j,,,,2455004.33383 JD,,,transit,2014,"Kepler-147 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-147 c are still unknown, the object is highly unlikely to be a false positive.","['KOI-392 c', 'KOI-392.01', 'KIC 3942670 c', 'KIC 3942670.01', 'Gaia DR2 2099686125195464576 c', 'Kepler-147 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-147 c')>,,,,,,,1106.65 pc,784.1798059834176 K,287d58m32.7435s,39d05m13.8584s,Star('Kepler-147'),Star('Kepler-147')
2163,Kepler-147 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-147'),0.13943 R_j,,,,2454971.19015 JD,,,transit,2014,"Kepler-147 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-147 b are still unknown, the object is highly unlikely to be a false positive.","['KOI-392 b', 'KOI-392.02', 'KIC 3942670 b', 'KIC 3942670.02', 'Gaia DR2 2099686125195464576 b', 'Kepler-147 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-147 b')>,,,,,,,1106.65 pc,1085.151998063355 K,287d58m32.7435s,39d05m13.8584s,Star('Kepler-147'),Star('Kepler-147')
2164,Kepler-1480 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1480'),0.149 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3365 b', 'KOI-3365.01', 'KIC 11455428 b', 'Gaia DR2 2129758940745727488 b', 'Kepler-1480 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1480 b')>,,,,,,,508.208 pc,586.9089300769945 K,291d59m59.2185s,49d18m06.5961s,Star('Kepler-1480'),Star('Kepler-1480')
2165,Kepler-1481 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1481'),0.11 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3370 b', 'KOI-3370.02', 'KIC 11657614 b', 'Gaia DR2 2132652065075227648 b', 'Kepler-1481 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1481 b')>,,,,,,,465.203 pc,841.7093991911572 K,289d26m20.415s,49d43m52.3978s,Star('Kepler-1481'),Star('Kepler-1481')
2166,Kepler-1482 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1482'),0.09 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3371 b', 'KOI-3371.02', 'KIC 11125797 b', 'Gaia DR2 2131965454422070784 b', 'Kepler-1482 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1482 b')>,,,,,,,576.768 pc,755.1899483948985 K,285d18m49.7085s,48d43m30.9752s,Star('Kepler-1482'),Star('Kepler-1482')
2167,Kepler-1483 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1483'),0.136 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3374 b', 'KOI-3374.01', 'KIC 6705026 b', 'Gaia DR2 2077858143627173504 b', 'Kepler-1483 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1483 b')>,,,,,,,1321.35 pc,1178.4644033523027 K,295d24m35.1315s,42d09m03.0097s,Star('Kepler-1483'),Star('Kepler-1483')
